sentiment1,sentiment2,ret_1_0,seas_1_1an,market_equity,ret_2_0,ret_3_0,ret_3_1,assets,sales,book_equity,net_income,enterprise_value,at_gr1,ca_gr1,nca_gr1,lt_gr1,at_gr3,cash_gr1a,ca_gr3,inv_gr1a,nca_gr3,rec_gr1a,lt_gr3,ppeg_gr1a,market_equity.1,yom,transcript_id,name,ticker,Report_Sent,QA_Sent
0.147795252,0.133,0.042471834,-0.110549234,11199.06925,0.118655018,0.209105017,0.159844303,18868,9359,5513,1172,22990.06925,0.015172711,0.287209302,-0.012569667,0.001446322,0.596007444,0.024432902,0.677272727,-0.000423998,0.585793182,-0.003921984,0.512861257,0.086663152,11199.06925,202007,1,"United Rentals, Inc.",URI,0.129307413,0.153856133
0.140881046,0.145,-0.186364457,0.074485026,10091.94393,-0.113426985,0.015871791,0.248558768,19405,9201,5450,1146,22391.94393,0.186559863,0.111702128,0.195198472,0.210061444,0.580855397,-0.000257666,0.389217134,0.001339861,0.604614962,0.008090698,0.467492548,0.144157062,10091.94393,202001,2,"United Rentals, Inc.",URI,0.10774093,0.151458695
0.155216697,0.161,-0.045841828,0.047513388,9764.977886,0.149409665,-0.101972727,-0.058827667,18586,8430,5089,1088,21984.97789,0.26538671,0.081761006,0.287677508,0.307910576,0.577223354,-0.01215969,0.455160745,0.002098354,0.590831919,0.017916712,0.479237577,0.144157062,9764.977886,201907,5,"United Rentals, Inc.",URI,0.147629426,0.158427026
0.156626038,0.146,0.071646407,-0.024485737,10038.58747,0.186656102,0.055472179,-0.015092878,19047,8829,5221,1088,22325.58747,0.260722796,0.221779549,0.265034554,0.303499665,0.571534654,-0.002205072,0.455696203,0.00215257,0.585022108,0.016905549,0.466283669,0.144157062,10038.58747,201910,7,"United Rentals, Inc.",URI,0.145631186,0.160250802
0.148061314,0.134,0.248785213,-0.218705654,9258.2965,-0.030042244,-0.052988451,-0.241653778,18970,9351,5717,1174,21345.2965,0.046158937,0.045996593,0.046176399,0.027834352,0.582415749,0.000474433,0.353416605,0.000579863,0.611743672,-0.000790722,0.464216634,0.086663152,9258.2965,202004,8,"United Rentals, Inc.",URI,0.145088681,0.149629535
0.190714163,0.16,-0.028423022,0.080856025,23157.34198,0.075896186,0.316612562,0.355129436,17868,8530,6313,890,33364.34198,-0.058091724,0.095005429,-0.074556282,-0.12001321,0.188822355,0.008394896,0.138261851,0.00027983,0.195580027,-0.012032684,0.117326401,-0.030053727,23157.34198,202104,10,"United Rentals, Inc.",URI,0.183174471,0.194424624
0.131949856,0.148,0.047863357,-0.023656914,17545.07859,0.07062296,0.363004112,0.30074604,17908,8707,5979,931,28124.07859,-0.077145066,-0.081339713,-0.076694819,-0.127451603,0.302968568,0.00636587,0.054301403,-0.001228501,0.336637753,-0.015132901,0.191970866,0.086663152,17545.07859,202101,11,"United Rentals, Inc.",URI,0.139017438,0.129131375
0.163156819,0.15,0.02171916,0.145841092,12861.30525,0.007003616,0.147518816,0.123125475,17900,9008,5727,1114,23845.30525,-0.060219457,-0.118478261,-0.053989655,-0.101226797,0.347485697,0.002905028,0.093728928,-0.001564246,0.379374629,-0.016703911,0.234386027,0.086663152,12861.30525,202010,12,"United Rentals, Inc.",URI,0.165109272,0.162270673
0.179640053,0.167,0.033039648,0.139537931,23856.12362,-0.013205183,0.030004615,-0.002937964,17542,8462,6518,920,33379.12362,-0.070277719,-0.094850949,-0.067010928,-0.159915972,0.194308279,-0.01339642,0.260377359,-5.70E-05,0.186287983,-0.009063961,0.100343938,-0.030053727,23856.12362,202107,13,"United Rentals, Inc.",URI,0.157640417,0.199849703
0.16661777,0.17,0.080300897,0.273094416,27445.28828,0.07503188,0.150386892,0.064876364,19641,8810,7005,1001,38091.28828,0.09726257,0.327990136,0.074272024,0.039591224,0.300039714,0.010641006,0.430278885,0.003411232,0.285619762,0.008859019,0.217933691,-0.030053727,27445.28828,202110,14,"United Rentals, Inc.",URI,0.141506674,0.177941616
0.164248574,0.177,0.151691496,0.116517171,54957.9554,0.067271621,0.235454036,0.072730015,5558.9,2910.5,1050.2,514.8,52894.5554,0.669038612,0.769457147,0.471343257,0.617935192,1.158209419,0.285362212,1.073535654,0.004281423,1.38920249,0.016028351,1.511111111,0.030203817,54957.9554,202110,15,"Fortinet, Inc.",FTNT,0.154191168,0.167057205
0.148452785,0.175,-0.014070443,0.101599738,13539.06743,0.03058699,0.092439247,0.108029716,3205.7,1874.8,1058.1,349.4,11776.66743,0.335318865,0.33269962,0.342156715,0.257966261,0.769617907,0.155317091,0.799251926,0.002620333,0.697158724,0.021181021,1.008758622,0.026047353,13539.06743,201908,17,"Fortinet, Inc.",FTNT,0.123342063,0.155055301
0.132753889,0.167,-0.045516979,-0.03056325,21362.63395,-0.038355062,-0.051688164,-0.006465474,3206.2,2268.1,536.3,377.5,20004.43395,0.000155972,-0.120174642,0.312079785,0.243201714,0.414053118,-0.124914229,0.259403916,0.005177469,0.797786277,0.029224627,0.950064786,0.041669266,21362.63395,202008,19,"Fortinet, Inc.",FTNT,0.13099886,0.133207011
0.153961587,0.171,-0.11529129,-0.03249222,17606.88048,-0.044024022,-0.029017249,0.097516889,3545.6,2051.9,1200.4,396.1,15708.18048,0.283010675,0.186757134,0.574846805,0.252844703,0.763839694,0.086332356,0.768046267,0.005189531,0.754303276,0.016837771,0.975617317,0.027075812,17606.88048,202002,20,"Fortinet, Inc.",FTNT,0.146682855,0.199891705
0.158039218,0.173,0.107417837,0.291999251,33354.43444,0.209535016,0.410915336,0.274058706,4044.5,2594.4,864,488.5,31570.23444,0.040921374,-0.010328638,0.168025078,0.243758777,0.791253528,-0.056447027,0.596206941,0.005414761,1.410108373,0.043441711,0.910953235,0.035653356,33354.43444,202104,22,"Fortinet, Inc.",FTNT,0.115111088,0.171017329
0.134465958,0.181,0.166493997,-0.008720355,27554.80135,0.136807428,0.370202077,0.174632772,3586.2,2464.5,713.2,460,25946.30135,0.011450812,-0.033087341,0.113211043,0.225055432,0.497195108,-0.079080921,0.444642144,0.009843288,0.613691669,0.045312587,0.924243865,0.042607774,27554.80135,202102,23,"Fortinet, Inc.",FTNT,0.087810724,0.150247056
0.169140557,0.176,0.062532507,-0.101484597,13949.53262,0.03005806,0.015564687,-0.044203655,3369.4,1957.7,1122.3,374.6,12156.83262,0.308149241,0.252493633,0.459979737,0.251517683,0.718925526,0.117676738,0.743650121,0.002225916,0.663714304,0.020626818,0.944611753,0.0237431,13949.53262,201910,24,"Fortinet, Inc.",FTNT,0.153191365,0.191422361
0.151322232,0.147,-0.012576592,0.205307111,54299.98261,0.137207142,0.053848981,0.067271621,5558.9,2910.5,1050.2,514.8,52236.58261,0.669038612,0.769457147,0.471343257,0.617935192,1.158209419,0.285362212,1.073535654,0.004281423,1.38920249,0.016028351,1.511111111,0.030203817,54299.98261,202111,27,"Fortinet, Inc.",FTNT,0.14058611,0.156334136
0.151463679,0.154,0.142953053,-0.045516979,44462.23521,0.2457216,0.333006879,0.166283143,5282.2,2727,980.8,491.1,42568.73521,0.647495478,0.85780966,0.281919891,0.611071576,1.20027492,0.290712203,1.178361562,0.008443452,1.257482328,0.031274848,1.519564199,0.031218053,44462.23521,202107,30,"Fortinet, Inc.",FTNT,0.100935939,0.166595114
0.138613075,0.151,-0.063152492,0.288744539,17916.58329,-0.163895318,-0.201952277,-0.14815622,3330.6,2361.5,543.9,416.8,16432.98329,-0.011515403,-0.064387682,0.112223654,0.240131725,0.410858092,-0.091064673,0.376450954,0.012099922,0.483882829,0.028703537,0.937156252,0.044046118,17916.58329,202010,32,"Fortinet, Inc.",FTNT,0.102461892,0.148285221
0.15643526,0.151,-0.02082859,-0.023698119,22584.49444,-0.006118693,-0.058075107,-0.038038812,6333,11880,1816,760,24402.49444,-0.117597882,-0.199430199,0.060097216,-0.173693414,0.072878668,-0.146849834,0.189539551,0.009474183,-0.075761014,-0.005842413,0.06942459,0.019737881,22584.49444,202108,39,"W.W. Grainger, Inc.",GWW,0.150045755,0.162960954
0.154629701,0.169,0.027031412,-0.104633592,19521.05851,-0.08350885,-0.105331093,-0.128878731,6583,11703,2131,630,21062.05851,0.111617697,0.258244994,-0.085510689,0.092987013,0.130117115,0.087042382,0.345801339,0.039495671,-0.128301887,-0.001519064,0.07238196,-0.019899742,19521.05851,202102,42,"W.W. Grainger, Inc.",GWW,0.0987133,0.176051048
0.152668188,0.171,0.291999251,0.060016532,22501.54031,0.375901939,0.363903586,0.055653543,3885.5,2156.2,1326.9,326.5,20482.04031,0.262345679,0.246791841,0.302648466,0.239771738,0.815704265,0.107064728,0.799552354,0.007180543,0.857041873,0.02568524,0.968577703,0.036906447,22501.54031,202005,43,"Fortinet, Inc.",FTNT,0.142008714,0.172935214
0.136585238,0.141,0.128746688,0.024991434,16554.7619,0.251750489,0.120775339,-0.007062125,6005,11486,1931,849,18638.7619,0.022475736,-0.000562272,0.057858377,0.043650794,0.054562039,-0.029641965,0.177063064,0.01898418,-0.083796359,0.006661116,0.041298506,0.045795171,16554.7619,202005,44,"W.W. Grainger, Inc.",GWW,0.123100654,0.145054684
0.141850995,0.16,0.085001625,0.025594441,15881.79806,0.112117372,0.037700164,-0.043595751,6014,11253.599,1971,803.465,17895.79806,0.018836619,0.060728201,-0.034538183,-0.028893071,0.008241798,0.014962587,0.117567246,0.014697539,-0.11319597,0.009439142,0.072587394,0.038092118,15881.79806,201907,45,"W.W. Grainger, Inc.",GWW,0.111337988,0.155665708
0.147056427,0.161,0.03934041,0.110680729,16635.97524,0.128594934,0.066780659,0.026401598,5992,11286.387,1923,826.484,18734.97524,0.014806831,0.024606567,0.001749902,0.006148193,0.004559412,0.000423732,0.083296607,0.011818925,-0.085975271,0.006741822,0.041848569,0.033011682,16635.97524,201910,46,"W.W. Grainger, Inc.",GWW,0.100780418,0.16752687
0.142971151,0.174,0.087121196,-0.054771002,18296.4451,0.103061832,0.24507739,0.145297686,7177,11688,1810,769,20145.4451,0.193382108,0.400798176,-0.096967279,0.332729156,0.241148151,0.153267382,0.58711549,0.012818727,-0.157598034,0.01783475,0.331341279,-0.026612791,18296.4451,202007,47,"W.W. Grainger, Inc.",GWW,0.133144661,0.14916491
0.174839002,0.158,0.0150228,0.074459031,23167.0631,-0.038038812,0.029059267,0.013828721,6333,11880,1816,760,24985.0631,-0.117597882,-0.199430199,0.060097216,-0.173693414,0.072878668,-0.146849834,0.189539551,0.009474183,-0.075761014,-0.005842413,0.06942459,0.019737881,23167.0631,202107,48,"W.W. Grainger, Inc.",GWW,0.144150401,0.193688501
0.140648544,0.155,-0.018919753,0.030922212,18784.87277,-0.04216951,0.029149621,0.048996373,7194,11632,1929,623,20518.87277,0.200600801,0.423032407,-0.102523659,0.300154719,0.227251116,0.179038087,0.54346027,0.022240756,-0.149328695,-0.005977203,0.256202218,-0.021406728,18784.87277,202010,49,"W.W. Grainger, Inc.",GWW,0.139287692,0.144636624
0.15587903,0.158,-0.035299271,0.159857228,52821.94888,-0.036821245,0.018939798,0.056223726,38455,70554,14416,3502,40604.94888,0.330024556,0.38234127,0.209528162,0.410656652,0.19229219,0.136003121,0.234845799,0,0.093133712,0.034689897,0.128591549,0.033603907,52821.94888,202010,50,Humana Inc.,HUM,0.151499842,0.185257849
0.154924368,0.178,-0.105902091,0.036358625,16249.74768,-0.045054414,-0.015525384,0.101081443,5922,11401.958,1871,955.107,18364.74768,-0.001716569,-0.052281891,0.075424923,0.004663465,0.006200143,-0.038981763,0.085264183,0.007916751,-0.083559692,0.002313408,0.033703292,0.036608747,16249.74768,202001,54,"W.W. Grainger, Inc.",GWW,0.149834848,0.158566476
0.171603977,0.17,0.178217039,0.199445754,24115.98938,0.067811791,0.045570778,-0.112582195,6462,12250,1868,871,25943.98938,-0.10175146,-0.175071167,0.056678383,-0.14299881,0.094406165,-0.163416899,0.202786124,0.00185701,-0.049996642,0.026926648,0.121084668,-0.020272361,24115.98938,202110,55,"W.W. Grainger, Inc.",GWW,0.167016285,0.206784448
0.16728284,0.163,0.190183759,0.003105566,59518.37627,0.144475149,0.089543855,-0.084558291,38070,79841,14843,2482,49841.37627,-0.010011702,-0.07456581,0.159913101,-0.033778443,0.110884155,-0.082742317,-0.039979154,0,0.658115042,0.00525348,-0.034581653,0.025908662,59518.37627,202110,56,Humana Inc.,HUM,0.176852458,0.161339755
0.156942504,0.156,0.091341823,0.097408921,49941.67937,0.006506766,0.05538965,-0.032943092,23937,12931,6026,607,60662.67937,0.032523832,0.204372624,-0.005586298,0.048814264,0.05794219,0.030454944,0.412879844,0,-0.00892904,-0.00330033,0.210831335,0.003053249,49941.67937,202110,57,Iqvia Holdings Inc.,IQV,0.094930404,0.179124143
0.178974639,0.171,-0.033203952,0.017408276,28017.47965,-0.069158854,-0.092668218,-0.061506526,23068,10706,7194,247,38975.47965,0.019535048,0.109004739,0.002678712,0.084932054,4.821139508,0.002861106,0.632604147,0,11.50819028,0.010447373,2.885722029,0.003459133,28017.47965,201910,59,Iqvia Holdings Inc.,IQV,0.171448612,0.203151248
0.160300193,0.162,0.150702134,0.028276263,39743.18545,0.04103989,-0.006460325,-0.136579619,28913,60726,11872,2505,31145.18545,-0.156317479,-0.249553306,0.181879557,-0.291699572,0.061572918,-0.095009165,0.136671177,0,-0.078631579,-0.019610556,0.041498594,0.01920277,39743.18545,201910,60,Humana Inc.,HUM,0.117544719,0.176326015
0.156660325,0.163,0.081335932,0.128746688,22691.91759,0.163210045,0.194653256,0.104793821,6295,11797,1896,695,24722.91759,0.048293089,0.102390999,-0.030204082,0.065145754,0.084549367,0.035742653,0.222399703,0.012390786,-0.085543622,0.007783956,0.05670258,0.004924543,22691.91759,202104,61,"W.W. Grainger, Inc.",GWW,0.132887494,0.172245048
0.1520044,0.16,0.061991628,0.075506747,57442.1921,0.174722484,0.164113182,0.096160413,34969,76546,14387,3367,47359.1921,0.202758478,0.188706758,0.233180928,0.246757058,0.286665686,0.062941462,0.358522009,0,0.158756138,0.00520461,0.225253807,0.025908662,57442.1921,202104,62,Humana Inc.,HUM,0.131780021,0.16329266
0.159260887,0.162,-0.021958156,0.008996254,26795.19105,-0.055613483,-0.030335472,-0.008565396,22549,10412,7450,259,36864.19105,-0.008486501,0.122898551,-0.031982169,0.084190768,4.743042588,-0.002971307,0.606145975,0,11.33217837,0.018759147,2.65908282,0.003459133,26795.19105,201905,63,Iqvia Holdings Inc.,IQV,0.151582616,0.161472752
0.147384767,0.142,-0.010751993,0.042233836,31180.60679,0.171659848,0.145932359,0.158387331,23109,10533,7357,248,42044.60679,-0.005422853,0.073845328,-0.020552509,0.098904073,4.801996968,-0.000692371,0.640846954,0,11.36266669,0.009996105,2.877886213,0.003459133,31180.60679,201907,64,Iqvia Holdings Inc.,IQV,0.157933341,0.124611257
0.126728146,0.153,0.116365902,-0.025256043,30295.41357,0.059323135,0.110807237,-0.004979251,23078,11158,6160,215,41936.41357,-0.001341469,0.069517379,-0.016169545,0.06353115,0.089458528,-4.33E-05,0.372152711,0,0.040684158,0.006803016,0.290891429,0.023654897,30295.41357,202007,65,Iqvia Holdings Inc.,IQV,0.09491897,0.147530155
0.130028882,0.154,0.108973786,-0.066914886,14734.71072,-0.007062125,-0.084779449,-0.17471399,6005,11486,1931,849,16818.71072,0.022475736,-0.000562272,0.057858377,0.043650794,0.054562039,-0.029641965,0.177063064,0.01898418,-0.083796359,0.006661116,0.041298506,0.045795171,14734.71072,202004,66,"W.W. Grainger, Inc.",GWW,0.103752352,0.147428381
0.123631296,0.153,0.084308155,-0.226754636,36970.75864,0.076017164,0.140836659,0.052133246,23837,10956,6275,176,48427.75864,0.041280797,0.162703379,0.015610944,0.074675718,0.062018267,0.026135839,0.330183276,0,0.012610141,-0.003649788,0.186905878,0.023654897,36970.75864,202102,67,Iqvia Holdings Inc.,IQV,0.122718992,0.123953315
0.142615301,0.153,0.159857228,-0.128964677,45187.72544,0.334650188,0.207457642,0.04103989,28913,60726,11872,2505,36589.72544,-0.156317479,-0.249553306,0.181879557,-0.291699572,0.061572918,-0.095009165,0.136671177,0,-0.078631579,-0.019610556,0.041498594,0.01920277,45187.72544,201911,68,Humana Inc.,HUM,0.138281068,0.144745511
0.158688956,0.161,-0.101513654,0.026766595,26896.04439,-0.097210471,-0.044458083,0.063501879,22892,10881,6785,244,38064.04439,0.017512668,0.080898268,0.005052654,0.097087379,4.544465441,0.001791019,0.511464429,0,11.71951376,0.009391927,2.918086393,0.003459133,26896.04439,202002,69,Iqvia Holdings Inc.,IQV,0.138842581,0.222992086
0.190060611,0.15,-0.049250528,-0.064868115,42231.64511,-0.127796564,-0.061748104,-0.013144973,29180,62761,11601,2550,32782.64511,0.061476901,0.065366672,0.052656603,0.040362195,-0.009706102,0.072652502,0.034089753,0,-0.097431716,-0.00733379,-0.03311149,0.01920277,42231.64511,202002,70,Humana Inc.,HUM,0.201986262,0.172455284
0.111702065,0.127,-0.023092046,0.010801811,29523.88779,-0.05960302,-0.027779491,-0.004798246,23183,10939,6130,132,41124.88779,0.004985261,0.057817999,-0.006024096,0.064100203,0.064319163,0.008109391,0.291193618,0,0.024402095,-0.001768537,0.237221588,0.023654897,29523.88779,202010,72,Iqvia Holdings Inc.,IQV,0.102349672,0.115430785
0.151740481,0.153,0.215909883,-0.041306145,50478.89589,0.196759137,0.137818117,-0.064224962,29074,64888,12378,2707,41566.89589,0.144060127,0.173471796,0.085174247,0.117033832,0.144825957,0.091387494,0.2284126,0,-0.002172496,0.001410195,0.158112977,0.033603907,50478.89589,202004,73,Humana Inc.,HUM,0.114844947,0.172088443
0.164812526,0.162,0.215128943,0.048600942,44980.92056,0.217334984,0.31996625,0.086276693,24564,11359,6339,279,56260.92056,0.056470689,0.23364033,0.018248366,0.076289145,0.080116085,0.040832112,0.475362319,0,0.009433962,-0.007002117,0.271134594,0.003053249,44980.92056,202104,74,Iqvia Holdings Inc.,IQV,0.15978483,0.167335447
0.10675032,0.108,-0.038082797,0.057892725,54725.13742,-0.025512188,-0.042014787,-0.00408766,37415,78279,14190,3722,44863.13742,0.080328011,0.03971325,0.179230311,0.042508304,0.118434819,-0.000801817,0.066605382,0,0.24871337,0.004997996,-0.006289577,0.025908662,54725.13742,202107,75,Humana Inc.,HUM,0.102520154,0.132016484
0.133798364,0.132,-0.060351159,0.001815479,43933.35887,-0.184376615,-0.111951569,-0.054914567,24033,13536,6126,767,54854.35887,0.008222511,-0.023896663,0.015996248,0.026734349,0.068228287,0.001289893,0.226731602,0,0.037070524,-0.004410602,0.210533316,0.003053249,43933.35887,202202,76,Iqvia Holdings Inc.,IQV,0.11993105,0.142095946
0.123706615,0.119,0.321991444,-0.021958156,27234.6893,0.022223756,-0.081545913,-0.305249598,23251,11088,6649,191,38529.6893,0.031132201,0.065049045,0.024096386,0.089323501,0.096331573,-0.001677347,0.236439916,0,0.070169548,0.007526558,0.375769355,0.023654897,27234.6893,202004,77,Iqvia Holdings Inc.,IQV,0.121805174,0.165887446
0.137912508,0.136,0.057892725,-0.095300287,54924.08659,0.0707157,0.012636591,-0.042779511,34633,67716,12355,2614,45721.08659,0.221665667,0.247954049,0.162056247,0.272446881,0.092110242,0.098316634,0.10010306,0,0.073124002,0.001559207,0.037247416,0.033603907,54924.08659,202008,78,Humana Inc.,HUM,0.119440083,0.16410116
0.161115452,0.152,0.003105566,0.07572598,53005.21587,-0.03230333,-0.03383003,-0.036821245,38455,70554,14416,3502,40788.21587,0.330024556,0.38234127,0.209528162,0.410656652,0.19229219,0.136003121,0.234845799,0,0.093133712,0.034689897,0.128591549,0.033603907,53005.21587,202011,79,Humana Inc.,HUM,0.107608212,0.188619339
0.143209677,0.163,0.022202004,0.033840526,47462.29182,0.031395708,0.055434804,0.032510991,24467,12014,6290,409,57643.29182,0.060187191,0.304418985,0.004627413,0.055221116,0.053023456,0.057710385,0.498120301,0,-0.031930706,-0.010544815,0.233256664,0.003053249,47462.29182,202107,80,Iqvia Holdings Inc.,IQV,0.130466953,0.149540319
0.115927889,0.129,-0.057177462,0.023307346,41617.5619,-0.052711585,-0.109881539,-0.055900316,24689,13874,6452,966,52904.5619,0.005088748,-0.064243615,0.023210434,0.019853424,0.09490443,-0.017214144,0.229478575,0,0.066987952,0.005792053,0.195703751,0.001701163,41617.5619,202204,82,Iqvia Holdings Inc.,IQV,0.10624144,0.122319995
0.151105805,0.124,-0.009031327,-0.015750136,48922.45751,-0.074633766,-0.050663239,-0.042011331,38477,73779,15768,4153,35979.45751,0.318608636,0.330003936,0.292457091,0.291825474,0.167526399,0.123944174,0.165883114,0,0.171425647,0.007459002,0.04433203,0.033603907,48922.45751,202102,83,Humana Inc.,HUM,0.151969428,0.140086207
0.156291271,0.148,-0.065752134,-0.103965923,37175.14994,-0.09223008,-0.109553554,-0.046884154,78689.3,14923.9,28377.3,1918.1,69893.44994,0.064797762,0.041234639,0.066205583,0.07843564,0.230194998,-0.000195706,0.066473278,0.002744973,0.241313853,0.001042073,0.264603567,0.06787581,37175.14994,202102,84,"American Electric Power Company, Inc.",AEP,0.111021293,0.1936423
0.155455343,0.143,0.047343593,0.034171574,44332.82204,0.18517035,0.107242871,0.057191621,80757.2,14918.5,29012.6,2200.1,78414.32204,0.064102682,0.067119525,0.063931379,0.072793335,0.24761815,4.71E-05,0.023136066,0.001743498,0.263405318,0.001703873,0.291656251,0.062858792,44332.82204,202104,86,"American Electric Power Company, Inc.",AEP,0.123045183,0.183563937
0.130080054,0.157,0.007471416,0.068838567,46624.12898,0.03554578,0.082835871,0.074805552,72550,15764.6,26553.6,1975.1,75100.72898,0.084939308,-0.111332356,0.099337079,0.103619596,0.145820008,0.000205376,-0.08506612,0.001637491,0.163226797,-0.006150241,0.180102511,0.091600276,46624.12898,201910,87,"American Electric Power Company, Inc.",AEP,0.28,0.129132393
0.105053309,0.16,-0.136825934,0.032039415,44090.15658,-0.048143053,-0.015216164,0.140886729,73900.7,15746.5,27144.2,2131,73138.45658,0.092924307,-0.112096155,0.108212952,0.109242605,0.20277172,-0.005593993,-0.299670544,0.002752342,0.256636897,-0.004338254,0.219190911,0.098045079,44090.15658,202002,88,"American Electric Power Company, Inc.",AEP,0.060246179,0.168419907
0.122222819,0.129,0.034171574,0.021946114,42248.45075,0.074643618,-0.037082698,-0.068899855,75892.3,15561.4,27441.9,1921.1,72452.45075,0.103040865,-0.008775128,0.110151819,0.125636149,0.195762569,0.000422968,-0.324185021,0.003269106,0.250387403,-0.002917292,0.213320564,0.092471832,42248.45075,202005,89,"American Electric Power Company, Inc.",AEP,0.318333333,0.120464814
0.149594447,0.148,-0.093812101,0.025903827,53947.00404,0.07853012,0.037109531,0.144475149,38070,79841,14843,2482,44270.00404,-0.010011702,-0.07456581,0.159913101,-0.033778443,0.110884155,-0.082742317,-0.039979154,0,0.658115042,0.00525348,-0.034581653,0.025908662,53947.00404,202111,90,Humana Inc.,HUM,0.147436312,0.157107383
0.086503449,0.118,0.107286044,0.04856687,44812.27796,0.116236955,0.102206517,-0.004587367,24969,14033,6374,1079,56266.27796,0.020517432,-0.144649579,0.069303261,0.044980801,0.080488122,-0.036405142,0.193298325,0,0.056881214,0.00949177,0.172740704,0.001701163,44812.27796,202207,92,Iqvia Holdings Inc.,IQV,0.066124855,0.097325964
0.120560461,0.146,-0.084599398,0.027866164,39111.89956,-0.001381186,-0.067096751,0.019120205,77724,15252.1,27396.9,1843.5,70583.29956,0.099007381,0.351793195,0.084194518,0.121051874,0.259130739,0.017034635,0.463333702,0.003207504,0.24642285,-0.00225413,0.308606157,0.079088827,39111.89956,202008,93,"American Electric Power Company, Inc.",AEP,0.078368673,0.191314182
0.120534613,0.132,0.100330316,-0.024790771,44639.99313,0.140809314,0.044297533,-0.050923602,77804.8,15172.5,27818.6,1903,76719.89313,0.072430048,0.052175412,0.073631125,0.082881455,0.240132549,0.001692698,0.121869257,0.003154047,0.247776603,-0.000343166,0.278711169,0.076583964,44639.99313,202010,94,"American Electric Power Company, Inc.",AEP,0.066951268,0.143395462
0.132046616,0.142,0.0434836,-0.047814976,42664.36046,-0.054259248,-0.030755284,-0.071145234,84358.2,15784.6,29760.8,2337.3,79139.86046,0.084228737,0.077833942,0.084600362,0.091814795,0.261523461,-0.001370347,0.007811645,-0.001083475,0.280134832,0.002652973,0.304816063,0.062078138,42664.36046,202110,96,"American Electric Power Company, Inc.",AEP,0.097237173,0.180062232
0.148747916,0.152,0.04173078,-0.084599398,44082.11949,0.024651196,0.00189658,-0.038238478,82985.1,15452.1,29322.7,2279.9,79818.11949,0.067689517,-0.195313681,0.086904959,0.071382315,0.264833599,-0.01606192,0.029842805,0.000915827,0.28063994,0.001918417,0.312689587,0.061313417,44082.11949,202107,98,"American Electric Power Company, Inc.",AEP,0.13128183,0.211966143
0.11930381,0.144,0.034592267,0.058603223,46683.40458,0.008943927,0.016482166,-0.017504578,72550,15764.6,26553.6,1975.1,75160.00458,0.084939308,-0.111332356,0.099337079,0.103619596,0.145820008,0.000205376,-0.08506612,0.001637491,0.163226797,-0.006150241,0.180102511,0.091600276,46683.40458,201912,120,"American Electric Power Company, Inc.",AEP,0.086834869,0.168374518
0.123524194,0.142,-0.163661063,0.01750103,30960.02375,-0.184688138,-0.213530296,-0.059628018,154137,22144,29438,3048,31208.02375,0.117412517,0.238626548,0.103838,0.087108895,0.069645596,0.008596249,0.965391205,0,0.011703338,0.012910593,0.027885852,0.000306255,30960.02375,202002,126,Aflac Inc.,AFL,0.121338327,0.124741005
0.11302522,0.124,0.087616816,0.023620447,26719.99912,-0.130921758,-0.273156026,-0.331709511,152768,22369,34373,3304,26986.99912,0.088044671,0.232454414,0.070453819,0.058703311,0.176776897,0.005701456,0.70989171,0,0.127476227,0.01749712,0.132361415,0.001086615,26719.99912,202004,128,Aflac Inc.,AFL,0.104655925,0.128877293
0.123946833,0.123,0.016055049,0.068028837,39020.39677,0.059386201,0.01531221,-0.000731101,151400,22048,28241,3115,40263.39677,0.066302312,0.208680745,0.052155196,0.042077742,0.071577711,0.001869221,1.137679162,0,0.013862465,0.015819023,0.037241972,0.000306255,39020.39677,201910,130,Aflac Inc.,AFL,0.466666667,0.122304405
0.112490351,0.141,-0.012767114,-0.041603327,25358.27962,-0.024677859,-0.037511056,-0.025063936,151616,21949,26402,2942,25971.27962,0.040753987,0.271886719,0.013301283,0.046677255,0.134425739,0.004122256,0.872715156,0,0.071451773,0.023612284,0.105056924,0.001086615,25358.27962,202007,131,Aflac Inc.,AFL,0.087338958,0.145956581
0.121532471,0.139,0.049824134,-0.013157906,36944.74769,0.121946129,0.197437831,0.140608024,165086,22715,38255,4778,37463.74769,0.08063207,0.106705695,0.076975324,0.062337956,0.203101657,0.006081679,0.984066406,0,0.138516286,0.006063506,0.167893517,0.000405849,36944.74769,202104,132,Aflac Inc.,AFL,0.109328578,0.132892984
0.14303121,0.149,-0.03959135,-0.00085946,38973.76067,0.026120862,0.050358296,0.09365768,145679,21735,26049,3131,39353.76067,-0.011380602,0.184408026,-0.03041743,-0.027943674,0.140201619,-0.000672712,1.279775943,0,0.076300607,0.017202205,0.110306743,0.000306255,38973.76067,201907,133,Aflac Inc.,AFL,0.466666667,0.141724472
0.127286419,0.152,0.067286387,-0.200933427,32976.43101,0.084326467,0.097655338,0.028454359,160955,22074,32479,4607,33388.43101,0.044233377,0.225257163,0.021485431,0.030288936,0.182770809,0.008685658,0.994796102,0,0.114393614,0.015395608,0.125935534,0.001086615,32976.43101,202102,134,Aflac Inc.,AFL,0.117377846,0.163245814
